,name,artist,id,duration,popularity,genres,playlist,features,created_at
69,'Demons','Imagine Dragons',5qaEfEh1AtSdrdrByCP7qR,177506,83,"['modern rock', 'rock']",Hit Rewind,"{""danceability"": 0.505, ""energy"": 0.71, ""key"": 3, ""loudness"": -3.015, ""mode"": 1, ""speechiness"": 0.0321, ""acousticness"": 0.19, ""instrumentalness"": 0.00025, ""liveness"": 0.269, ""valence"": 0.428, ""tempo"": 89.938, ""type"": ""audio_features"", ""id"": ""5qaEfEh1AtSdrdrByCP7qR"", ""uri"": ""spotify:track:5qaEfEh1AtSdrdrByCP7qR"", ""track_href"": ""https://api.spotify.com/v1/tracks/5qaEfEh1AtSdrdrByCP7qR"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5qaEfEh1AtSdrdrByCP7qR"", ""duration_ms"": 177507, ""time_signature"": 4}",1668281531.165696
68,'Call Me Maybe','Carly Rae Jepsen',20I6sIOMTCkB6w7ryavxtO,193400,79,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Hit Rewind,"{""danceability"": 0.783, ""energy"": 0.58, ""key"": 7, ""loudness"": -6.548, ""mode"": 1, ""speechiness"": 0.0408, ""acousticness"": 0.0114, ""instrumentalness"": 2.28e-06, ""liveness"": 0.108, ""valence"": 0.66, ""tempo"": 120.021, ""type"": ""audio_features"", ""id"": ""20I6sIOMTCkB6w7ryavxtO"", ""uri"": ""spotify:track:20I6sIOMTCkB6w7ryavxtO"", ""track_href"": ""https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/20I6sIOMTCkB6w7ryavxtO"", ""duration_ms"": 193400, ""time_signature"": 4}",1668281530.634339
67,'All I Want','Kodaline',0NlGoUyOJSuSHmngoibVAs,305746,80,"['irish pop', 'pop', 'pop rock']",Hit Rewind,"{""danceability"": 0.188, ""energy"": 0.411, ""key"": 0, ""loudness"": -9.733, ""mode"": 1, ""speechiness"": 0.0484, ""acousticness"": 0.174, ""instrumentalness"": 0.153, ""liveness"": 0.0843, ""valence"": 0.159, ""tempo"": 187.376, ""type"": ""audio_features"", ""id"": ""0NlGoUyOJSuSHmngoibVAs"", ""uri"": ""spotify:track:0NlGoUyOJSuSHmngoibVAs"", ""track_href"": ""https://api.spotify.com/v1/tracks/0NlGoUyOJSuSHmngoibVAs"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0NlGoUyOJSuSHmngoibVAs"", ""duration_ms"": 305747, ""time_signature"": 3}",1668281530.108392
66,"'Let Me Go (with Alesso, Florida Georgia Line & watt)'",'Hailee Steinfeld',5Gu0PDLN4YJeW75PpBSg9p,174800,76,"['dance pop', 'pop', 'post-teen pop']",Hit Rewind,"{""danceability"": 0.664, ""energy"": 0.708, ""key"": 8, ""loudness"": -4.154, ""mode"": 1, ""speechiness"": 0.0474, ""acousticness"": 0.0337, ""instrumentalness"": 0, ""liveness"": 0.0841, ""valence"": 0.742, ""tempo"": 103.07, ""type"": ""audio_features"", ""id"": ""5Gu0PDLN4YJeW75PpBSg9p"", ""uri"": ""spotify:track:5Gu0PDLN4YJeW75PpBSg9p"", ""track_href"": ""https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p"", ""duration_ms"": 174800, ""time_signature"": 4}",1668281529.594982
65,'Paradise','Coldplay',6nek1Nin9q48AVZcWs9e9D,278719,83,"['permanent wave', 'pop']",Hit Rewind,"{""danceability"": 0.449, ""energy"": 0.585, ""key"": 5, ""loudness"": -6.761, ""mode"": 1, ""speechiness"": 0.0268, ""acousticness"": 0.0509, ""instrumentalness"": 8.75e-05, ""liveness"": 0.0833, ""valence"": 0.212, ""tempo"": 139.631, ""type"": ""audio_features"", ""id"": ""6nek1Nin9q48AVZcWs9e9D"", ""uri"": ""spotify:track:6nek1Nin9q48AVZcWs9e9D"", ""track_href"": ""https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D"", ""duration_ms"": 278719, ""time_signature"": 4}",1668281529.076541
64,'Black Magic','Little Mix',0ABDzNYFRcW6ltSQ3Bq2aQ,210960,36,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Hit Rewind,"{""danceability"": 0.773, ""energy"": 0.817, ""key"": 4, ""loudness"": -7.994, ""mode"": 1, ""speechiness"": 0.0583, ""acousticness"": 0.0354, ""instrumentalness"": 0, ""liveness"": 0.328, ""valence"": 0.863, ""tempo"": 111.972, ""type"": ""audio_features"", ""id"": ""0ABDzNYFRcW6ltSQ3Bq2aQ"", ""uri"": ""spotify:track:0ABDzNYFRcW6ltSQ3Bq2aQ"", ""track_href"": ""https://api.spotify.com/v1/tracks/0ABDzNYFRcW6ltSQ3Bq2aQ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0ABDzNYFRcW6ltSQ3Bq2aQ"", ""duration_ms"": 210960, ""time_signature"": 4}",1668281528.554054
63,'Best Song Ever','One Direction',5T7ZFtCcOgkpjxcuaeZbw0,200106,76,"['boy band', 'pop', 'post-teen pop', 'talent show']",Hit Rewind,"{""danceability"": 0.652, ""energy"": 0.877, ""key"": 1, ""loudness"": -2.986, ""mode"": 1, ""speechiness"": 0.0465, ""acousticness"": 0.0227, ""instrumentalness"": 0, ""liveness"": 0.0789, ""valence"": 0.486, ""tempo"": 118.491, ""type"": ""audio_features"", ""id"": ""5T7ZFtCcOgkpjxcuaeZbw0"", ""uri"": ""spotify:track:5T7ZFtCcOgkpjxcuaeZbw0"", ""track_href"": ""https://api.spotify.com/v1/tracks/5T7ZFtCcOgkpjxcuaeZbw0"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5T7ZFtCcOgkpjxcuaeZbw0"", ""duration_ms"": 200107, ""time_signature"": 4}",1668281528.031967
62,'Wolves','Selena Gomez',0tBbt8CrmxbjRP0pueQkyU,197993,79,"['dance pop', 'pop', 'post-teen pop']",Hit Rewind,"{""danceability"": 0.724, ""energy"": 0.804, ""key"": 11, ""loudness"": -4.614, ""mode"": 0, ""speechiness"": 0.0448, ""acousticness"": 0.124, ""instrumentalness"": 0, ""liveness"": 0.204, ""valence"": 0.306, ""tempo"": 124.987, ""type"": ""audio_features"", ""id"": ""0tBbt8CrmxbjRP0pueQkyU"", ""uri"": ""spotify:track:0tBbt8CrmxbjRP0pueQkyU"", ""track_href"": ""https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU"", ""duration_ms"": 197993, ""time_signature"": 4}",1668281527.503157
61,'Just the Way You Are','Bruno Mars',7BqBn9nzAq8spo5e7cZ0dJ,220734,81,"['dance pop', 'pop']",Hit Rewind,"{""danceability"": 0.635, ""energy"": 0.841, ""key"": 5, ""loudness"": -5.379, ""mode"": 1, ""speechiness"": 0.0422, ""acousticness"": 0.0134, ""instrumentalness"": 0, ""liveness"": 0.0622, ""valence"": 0.424, ""tempo"": 109.021, ""type"": ""audio_features"", ""id"": ""7BqBn9nzAq8spo5e7cZ0dJ"", ""uri"": ""spotify:track:7BqBn9nzAq8spo5e7cZ0dJ"", ""track_href"": ""https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ"", ""duration_ms"": 220734, ""time_signature"": 4}",1668281526.978459
60,'I'll Be There','Jess Glynne',4r1CoAATVuxag55Ct3Y1aX,194386,67,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",Hit Rewind,"{""danceability"": 0.627, ""energy"": 0.858, ""key"": 7, ""loudness"": -3.116, ""mode"": 1, ""speechiness"": 0.0394, ""acousticness"": 0.0288, ""instrumentalness"": 0, ""liveness"": 0.199, ""valence"": 0.399, ""tempo"": 100.074, ""type"": ""audio_features"", ""id"": ""4r1CoAATVuxag55Ct3Y1aX"", ""uri"": ""spotify:track:4r1CoAATVuxag55Ct3Y1aX"", ""track_href"": ""https://api.spotify.com/v1/tracks/4r1CoAATVuxag55Ct3Y1aX"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4r1CoAATVuxag55Ct3Y1aX"", ""duration_ms"": 194387, ""time_signature"": 4}",1668281526.444306
59,'Shout Out to My Ex','Little Mix',1nzyaPAhlk12NREhrwbvMK,246252,38,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Hit Rewind,"{""danceability"": 0.773, ""energy"": 0.747, ""key"": 5, ""loudness"": -4.061, ""mode"": 1, ""speechiness"": 0.0885, ""acousticness"": 0.0242, ""instrumentalness"": 8.99e-06, ""liveness"": 0.109, ""valence"": 0.801, ""tempo"": 126.014, ""type"": ""audio_features"", ""id"": ""1nzyaPAhlk12NREhrwbvMK"", ""uri"": ""spotify:track:1nzyaPAhlk12NREhrwbvMK"", ""track_href"": ""https://api.spotify.com/v1/tracks/1nzyaPAhlk12NREhrwbvMK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1nzyaPAhlk12NREhrwbvMK"", ""duration_ms"": 246252, ""time_signature"": 4}",1668281525.909441
58,'I Really Like You','Carly Rae Jepsen',0PGLRTN0X6DrXh645WJCIY,204773,54,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Hit Rewind,"{""danceability"": 0.622, ""energy"": 0.808, ""key"": 5, ""loudness"": -4.701, ""mode"": 1, ""speechiness"": 0.0418, ""acousticness"": 0.00543, ""instrumentalness"": 5.63e-05, ""liveness"": 0.215, ""valence"": 0.599, ""tempo"": 122.121, ""type"": ""audio_features"", ""id"": ""0PGLRTN0X6DrXh645WJCIY"", ""uri"": ""spotify:track:0PGLRTN0X6DrXh645WJCIY"", ""track_href"": ""https://api.spotify.com/v1/tracks/0PGLRTN0X6DrXh645WJCIY"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0PGLRTN0X6DrXh645WJCIY"", ""duration_ms"": 204773, ""time_signature"": 4}",1668281525.37848
57,'Set Fire to the Rain','Adele',2YlshLEFCJFjEoOlpLpcyU,242973,48,"['british soul', 'pop', 'pop soul', 'uk pop']",Hit Rewind,"{""danceability"": 0.603, ""energy"": 0.67, ""key"": 2, ""loudness"": -3.882, ""mode"": 0, ""speechiness"": 0.0249, ""acousticness"": 0.00408, ""instrumentalness"": 1.68e-06, ""liveness"": 0.112, ""valence"": 0.446, ""tempo"": 107.993, ""type"": ""audio_features"", ""id"": ""2YlshLEFCJFjEoOlpLpcyU"", ""uri"": ""spotify:track:2YlshLEFCJFjEoOlpLpcyU"", ""track_href"": ""https://api.spotify.com/v1/tracks/2YlshLEFCJFjEoOlpLpcyU"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2YlshLEFCJFjEoOlpLpcyU"", ""duration_ms"": 242974, ""time_signature"": 4}",1668281524.842357
56,'Ugly Heart','G.R.L.',3qqho4PnTn3zlMPBzWhFFD,198306,64,"['dance pop', 'girl group', 'pop', 'post-teen pop']",Hit Rewind,"{""danceability"": 0.65, ""energy"": 0.786, ""key"": 9, ""loudness"": -5.488, ""mode"": 1, ""speechiness"": 0.0463, ""acousticness"": 0.019, ""instrumentalness"": 0, ""liveness"": 0.323, ""valence"": 0.446, ""tempo"": 124.96, ""type"": ""audio_features"", ""id"": ""3qqho4PnTn3zlMPBzWhFFD"", ""uri"": ""spotify:track:3qqho4PnTn3zlMPBzWhFFD"", ""track_href"": ""https://api.spotify.com/v1/tracks/3qqho4PnTn3zlMPBzWhFFD"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3qqho4PnTn3zlMPBzWhFFD"", ""duration_ms"": 198307, ""time_signature"": 4}",1668281524.325252
55,'All Night','The Vamps',0dXNQ8dckG4eYfEtq9zcva,197640,71,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Hit Rewind,"{""danceability"": 0.538, ""energy"": 0.804, ""key"": 8, ""loudness"": -5.194, ""mode"": 1, ""speechiness"": 0.0358, ""acousticness"": 0.0041, ""instrumentalness"": 0, ""liveness"": 0.33, ""valence"": 0.507, ""tempo"": 144.992, ""type"": ""audio_features"", ""id"": ""0dXNQ8dckG4eYfEtq9zcva"", ""uri"": ""spotify:track:0dXNQ8dckG4eYfEtq9zcva"", ""track_href"": ""https://api.spotify.com/v1/tracks/0dXNQ8dckG4eYfEtq9zcva"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0dXNQ8dckG4eYfEtq9zcva"", ""duration_ms"": 197640, ""time_signature"": 4}",1668281523.806295
54,'Another Love','Tom Odell',3JvKfv6T31zO0ini8iNItO,244360,92,"['chill pop', 'pop']",Hit Rewind,"{""danceability"": 0.445, ""energy"": 0.537, ""key"": 4, ""loudness"": -8.532, ""mode"": 0, ""speechiness"": 0.04, ""acousticness"": 0.695, ""instrumentalness"": 1.65e-05, ""liveness"": 0.0944, ""valence"": 0.131, ""tempo"": 122.769, ""type"": ""audio_features"", ""id"": ""3JvKfv6T31zO0ini8iNItO"", ""uri"": ""spotify:track:3JvKfv6T31zO0ini8iNItO"", ""track_href"": ""https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO"", ""duration_ms"": 244360, ""time_signature"": 4}",1668281523.275329
53,"'Honey, I'm Good.'",'Andy Grammer',4MflGTO2ZTcSQ12bWcyRgI,199263,71,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock']",Hit Rewind,"{""danceability"": 0.752, ""energy"": 0.775, ""key"": 9, ""loudness"": -7.289, ""mode"": 1, ""speechiness"": 0.0546, ""acousticness"": 0.0324, ""instrumentalness"": 0, ""liveness"": 0.351, ""valence"": 0.595, ""tempo"": 122.014, ""type"": ""audio_features"", ""id"": ""4MflGTO2ZTcSQ12bWcyRgI"", ""uri"": ""spotify:track:4MflGTO2ZTcSQ12bWcyRgI"", ""track_href"": ""https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4MflGTO2ZTcSQ12bWcyRgI"", ""duration_ms"": 199263, ""time_signature"": 4}",1668281522.734725
52,"'Hey, Soul Sister'",'Train',4HlFJV71xXKIGcU3kRyttv,216773,81,"['dance pop', 'neo mellow', 'pop', 'pop rock']",Hit Rewind,"{""danceability"": 0.673, ""energy"": 0.886, ""key"": 1, ""loudness"": -4.44, ""mode"": 0, ""speechiness"": 0.0431, ""acousticness"": 0.185, ""instrumentalness"": 0, ""liveness"": 0.0826, ""valence"": 0.795, ""tempo"": 97.012, ""type"": ""audio_features"", ""id"": ""4HlFJV71xXKIGcU3kRyttv"", ""uri"": ""spotify:track:4HlFJV71xXKIGcU3kRyttv"", ""track_href"": ""https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv"", ""duration_ms"": 216773, ""time_signature"": 4}",1668281522.20926
51,'We Don't Talk Anymore (feat. Selena Gomez)','Charlie Puth',06KyNuuMOX1ROXRhj787tj,217706,81,"['dance pop', 'pop', 'viral pop']",Hit Rewind,"{""danceability"": 0.728, ""energy"": 0.563, ""key"": 1, ""loudness"": -8.053, ""mode"": 0, ""speechiness"": 0.134, ""acousticness"": 0.621, ""instrumentalness"": 0, ""liveness"": 0.179, ""valence"": 0.352, ""tempo"": 100.017, ""type"": ""audio_features"", ""id"": ""06KyNuuMOX1ROXRhj787tj"", ""uri"": ""spotify:track:06KyNuuMOX1ROXRhj787tj"", ""track_href"": ""https://api.spotify.com/v1/tracks/06KyNuuMOX1ROXRhj787tj"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/06KyNuuMOX1ROXRhj787tj"", ""duration_ms"": 217707, ""time_signature"": 4}",1668281521.673576
50,'Bad Blood','Taylor Swift',2NlmmAjGYrrjAp0MED5rGx,211933,59,['pop'],Hit Rewind,"{""danceability"": 0.646, ""energy"": 0.794, ""key"": 7, ""loudness"": -6.104, ""mode"": 1, ""speechiness"": 0.19, ""acousticness"": 0.0885, ""instrumentalness"": 6.16e-06, ""liveness"": 0.201, ""valence"": 0.287, ""tempo"": 170.216, ""type"": ""audio_features"", ""id"": ""2NlmmAjGYrrjAp0MED5rGx"", ""uri"": ""spotify:track:2NlmmAjGYrrjAp0MED5rGx"", ""track_href"": ""https://api.spotify.com/v1/tracks/2NlmmAjGYrrjAp0MED5rGx"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2NlmmAjGYrrjAp0MED5rGx"", ""duration_ms"": 211933, ""time_signature"": 4}",1668281521.148741
49,'Please Don't Go','Joel Adams',3cNjgVBKTJ1SvKhunrCdVy,210580,70,"['australian pop', 'pop soul']",Hit Rewind,"{""danceability"": 0.513, ""energy"": 0.768, ""key"": 4, ""loudness"": -4.868, ""mode"": 0, ""speechiness"": 0.0587, ""acousticness"": 0.0118, ""instrumentalness"": 1.94e-05, ""liveness"": 0.294, ""valence"": 0.235, ""tempo"": 84.264, ""type"": ""audio_features"", ""id"": ""3cNjgVBKTJ1SvKhunrCdVy"", ""uri"": ""spotify:track:3cNjgVBKTJ1SvKhunrCdVy"", ""track_href"": ""https://api.spotify.com/v1/tracks/3cNjgVBKTJ1SvKhunrCdVy"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3cNjgVBKTJ1SvKhunrCdVy"", ""duration_ms"": 210580, ""time_signature"": 4}",1668281520.621594
48,'Hurt Somebody','Noah Kahan',2Zg0aB5oVQlbQE1vzQmIIY,167106,67,['pop'],Hit Rewind,"{""danceability"": 0.638, ""energy"": 0.51, ""key"": 1, ""loudness"": -6.485, ""mode"": 1, ""speechiness"": 0.305, ""acousticness"": 0.344, ""instrumentalness"": 0, ""liveness"": 0.212, ""valence"": 0.448, ""tempo"": 114.576, ""type"": ""audio_features"", ""id"": ""2Zg0aB5oVQlbQE1vzQmIIY"", ""uri"": ""spotify:track:2Zg0aB5oVQlbQE1vzQmIIY"", ""track_href"": ""https://api.spotify.com/v1/tracks/2Zg0aB5oVQlbQE1vzQmIIY"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2Zg0aB5oVQlbQE1vzQmIIY"", ""duration_ms"": 167107, ""time_signature"": 4}",1668281520.097336
47,'Photograph','Ed Sheeran',1HNkqx9Ahdgi1Ixy2xkKkL,258986,84,"['pop', 'uk pop']",Hit Rewind,"{""danceability"": 0.614, ""energy"": 0.379, ""key"": 4, ""loudness"": -10.48, ""mode"": 1, ""speechiness"": 0.0476, ""acousticness"": 0.607, ""instrumentalness"": 0.000464, ""liveness"": 0.0986, ""valence"": 0.201, ""tempo"": 107.989, ""type"": ""audio_features"", ""id"": ""1HNkqx9Ahdgi1Ixy2xkKkL"", ""uri"": ""spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL"", ""track_href"": ""https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL"", ""duration_ms"": 258987, ""time_signature"": 4}",1668281519.573939
46,'One Last Time','Ariana Grande',7xoUc6faLbCqZO6fQEYprd,197266,82,"['dance pop', 'pop']",Hit Rewind,"{""danceability"": 0.628, ""energy"": 0.593, ""key"": 8, ""loudness"": -5.036, ""mode"": 1, ""speechiness"": 0.0323, ""acousticness"": 0.093, ""instrumentalness"": 1.65e-06, ""liveness"": 0.096, ""valence"": 0.104, ""tempo"": 125.026, ""type"": ""audio_features"", ""id"": ""7xoUc6faLbCqZO6fQEYprd"", ""uri"": ""spotify:track:7xoUc6faLbCqZO6fQEYprd"", ""track_href"": ""https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd"", ""duration_ms"": 197267, ""time_signature"": 4}",1668281519.044302
45,'Riptide','Vance Joy',3JvrhDOgAt6p7K8mDyZwRd,204280,79,"['folk-pop', 'pop']",Hit Rewind,"{""danceability"": 0.484, ""energy"": 0.731, ""key"": 1, ""loudness"": -6.694, ""mode"": 1, ""speechiness"": 0.0379, ""acousticness"": 0.431, ""instrumentalness"": 0, ""liveness"": 0.151, ""valence"": 0.51, ""tempo"": 101.654, ""type"": ""audio_features"", ""id"": ""3JvrhDOgAt6p7K8mDyZwRd"", ""uri"": ""spotify:track:3JvrhDOgAt6p7K8mDyZwRd"", ""track_href"": ""https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd"", ""duration_ms"": 204280, ""time_signature"": 4}",1668281518.514012
44,'Shower','Becky G',3DmW6y7wTEYHJZlLo1r6XJ,206166,76,"['latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",Hit Rewind,"{""danceability"": 0.699, ""energy"": 0.529, ""key"": 2, ""loudness"": -7.548, ""mode"": 1, ""speechiness"": 0.0487, ""acousticness"": 0.0317, ""instrumentalness"": 3.59e-05, ""liveness"": 0.285, ""valence"": 0.121, ""tempo"": 119.987, ""type"": ""audio_features"", ""id"": ""3DmW6y7wTEYHJZlLo1r6XJ"", ""uri"": ""spotify:track:3DmW6y7wTEYHJZlLo1r6XJ"", ""track_href"": ""https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ"", ""duration_ms"": 206167, ""time_signature"": 4}",1668281517.984222
43,'I Knew You Were Trouble.','Taylor Swift',3lKZf71jeNi14udIFPJ29V,219720,62,['pop'],Hit Rewind,"{""danceability"": 0.622, ""energy"": 0.469, ""key"": 3, ""loudness"": -6.798, ""mode"": 0, ""speechiness"": 0.0363, ""acousticness"": 0.00454, ""instrumentalness"": 2.25e-06, ""liveness"": 0.0335, ""valence"": 0.679, ""tempo"": 77.019, ""type"": ""audio_features"", ""id"": ""3lKZf71jeNi14udIFPJ29V"", ""uri"": ""spotify:track:3lKZf71jeNi14udIFPJ29V"", ""track_href"": ""https://api.spotify.com/v1/tracks/3lKZf71jeNi14udIFPJ29V"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3lKZf71jeNi14udIFPJ29V"", ""duration_ms"": 219720, ""time_signature"": 4}",1668281517.462241
42,'One Call Away','Charlie Puth',36cqLXl2jfD4nMAfFKyuZ5,194453,45,"['dance pop', 'pop', 'viral pop']",Hit Rewind,"{""danceability"": 0.667, ""energy"": 0.613, ""key"": 1, ""loudness"": -5.353, ""mode"": 1, ""speechiness"": 0.0344, ""acousticness"": 0.403, ""instrumentalness"": 0, ""liveness"": 0.115, ""valence"": 0.47, ""tempo"": 91.024, ""type"": ""audio_features"", ""id"": ""36cqLXl2jfD4nMAfFKyuZ5"", ""uri"": ""spotify:track:36cqLXl2jfD4nMAfFKyuZ5"", ""track_href"": ""https://api.spotify.com/v1/tracks/36cqLXl2jfD4nMAfFKyuZ5"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/36cqLXl2jfD4nMAfFKyuZ5"", ""duration_ms"": 194453, ""time_signature"": 4}",1668281516.940117
41,'When We Were Young','Adele',6O5TrlFWTYvznd9fMC0VvU,290900,78,"['british soul', 'pop', 'pop soul', 'uk pop']",Hit Rewind,"{""danceability"": 0.376, ""energy"": 0.595, ""key"": 3, ""loudness"": -5.936, ""mode"": 1, ""speechiness"": 0.0496, ""acousticness"": 0.303, ""instrumentalness"": 0, ""liveness"": 0.095, ""valence"": 0.265, ""tempo"": 144.361, ""type"": ""audio_features"", ""id"": ""6O5TrlFWTYvznd9fMC0VvU"", ""uri"": ""spotify:track:6O5TrlFWTYvznd9fMC0VvU"", ""track_href"": ""https://api.spotify.com/v1/tracks/6O5TrlFWTYvznd9fMC0VvU"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6O5TrlFWTYvznd9fMC0VvU"", ""duration_ms"": 290900, ""time_signature"": 4}",1668281516.419386
40,'Mercy','Shawn Mendes',0AS63m1wHv9n4VVRizK6Hc,208733,81,"['canadian pop', 'dance pop', 'pop', 'viral pop']",Hit Rewind,"{""danceability"": 0.555, ""energy"": 0.662, ""key"": 11, ""loudness"": -4.952, ""mode"": 0, ""speechiness"": 0.0827, ""acousticness"": 0.125, ""instrumentalness"": 0, ""liveness"": 0.111, ""valence"": 0.356, ""tempo"": 148.128, ""type"": ""audio_features"", ""id"": ""0AS63m1wHv9n4VVRizK6Hc"", ""uri"": ""spotify:track:0AS63m1wHv9n4VVRizK6Hc"", ""track_href"": ""https://api.spotify.com/v1/tracks/0AS63m1wHv9n4VVRizK6Hc"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0AS63m1wHv9n4VVRizK6Hc"", ""duration_ms"": 208733, ""time_signature"": 4}",1668281515.888868
39,'Perfect','Ed Sheeran',0tgVpDi06FyKpA1z0VMD4v,263400,86,"['pop', 'uk pop']",Hit Rewind,"{""danceability"": 0.599, ""energy"": 0.448, ""key"": 8, ""loudness"": -6.312, ""mode"": 1, ""speechiness"": 0.0232, ""acousticness"": 0.163, ""instrumentalness"": 0, ""liveness"": 0.106, ""valence"": 0.168, ""tempo"": 95.05, ""type"": ""audio_features"", ""id"": ""0tgVpDi06FyKpA1z0VMD4v"", ""uri"": ""spotify:track:0tgVpDi06FyKpA1z0VMD4v"", ""track_href"": ""https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v"", ""duration_ms"": 263400, ""time_signature"": 3}",1668281515.359692
38,'Drag Me Down','One Direction',2K87XMYnUMqLcX3zvtAF4G,192120,79,"['boy band', 'pop', 'post-teen pop', 'talent show']",Hit Rewind,"{""danceability"": 0.73, ""energy"": 0.703, ""key"": 0, ""loudness"": -5.672, ""mode"": 0, ""speechiness"": 0.0369, ""acousticness"": 0.109, ""instrumentalness"": 0, ""liveness"": 0.0657, ""valence"": 0.595, ""tempo"": 138.113, ""type"": ""audio_features"", ""id"": ""2K87XMYnUMqLcX3zvtAF4G"", ""uri"": ""spotify:track:2K87XMYnUMqLcX3zvtAF4G"", ""track_href"": ""https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G"", ""duration_ms"": 192120, ""time_signature"": 4}",1668281514.831336
